names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CLA-EPd-CTX Car3 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
A830018L16Rik,-3.0333443,-0.7016114,0.002418595449557505,0.04821043006647638,0.7325581395348837,0.6893876818100197,0.87813425,1.1900561
Cntn5,-3.045399,-0.6306217,0.0023237180863218665,0.04666539983517829,0.8604651162790697,0.7664571736397917,1.4659485,1.8177843
Maml2,-3.0481315,-1.2776982,0.002302692000513323,0.04638180963552698,0.45348837209302323,0.5422517507631531,0.4286708,0.83188057
Slc44a5,-3.0587127,-0.87698245,0.002222901150827232,0.045283816469088495,0.6046511627906976,0.6095887951158198,0.5222989,0.81522053
Robo1,-3.0652292,-0.4410214,0.0021750330660495164,0.04454507506459642,0.8837209302325582,0.7930687735679656,1.5187186,1.7650023
Adcy8,-3.0664613,-1.0322409,0.0021660878759578854,0.04446354562795139,0.5232558139534884,0.5577302926916862,0.39823076,0.6933904
St6galnac3,-3.0714507,-0.7276822,0.002130213239145093,0.04386117221136295,0.7325581395348837,0.7034656132160172,0.78318006,1.0878897
Pard3,-3.0870216,-0.90709895,0.0020217298851555395,0.04194894364025432,0.5,0.6110253187286766,0.4384923,0.70906806
Cacnb2,-3.1720278,-0.36718857,0.0015137853288579941,0.03296224618023849,0.9069767441860465,0.7813251930328605,1.5224482,1.7266955
Klf12,-3.2522523,-0.69961476,0.001144943311750936,0.02647558243265719,0.8023255813953488,0.716717543544622,0.7893931,1.0825592
Baalc,-3.2563844,-1.648056,0.0011284085488456803,0.02625137463851379,0.2558139534883721,0.4054947028191776,0.107522346,0.30437058
Dpyd,-3.2585812,-0.8894983,0.0011197087335454254,0.0260941662362234,0.6744186046511628,0.6511761537080266,0.69918454,1.0560358
Dgkg,-3.2994335,-0.75387126,0.0009688021475638837,0.023057319490736538,0.6744186046511628,0.6583946848626324,0.68921244,0.9832297
Bcl11b,-3.3263156,-1.1354511,0.000880022410306608,0.021360616228490115,0.46511627906976744,0.5500089782725803,0.3427685,0.64089197
Specc1,-3.407719,-0.7828541,0.0006550836503918992,0.01686024682569955,0.6744186046511628,0.6832106302747352,0.5848399,0.8617546
Klhl32,-3.408489,-1.2381455,0.0006532372655849029,0.016828844991626405,0.4069767441860465,0.5180822409768361,0.24254827,0.4992686
Frmd4b,-3.434976,-1.2658973,0.0005926063148561546,0.01553495773676573,0.45348837209302323,0.5691865685042198,0.37234968,0.7347153
Ramp1,-3.4482496,-2.276335,0.0005642322608963444,0.014966358193765818,0.16279069767441862,0.3468486263242952,0.059588384,0.26039943
Pip5k1b,-3.4847891,-1.1131318,0.000492525215250249,0.013367830842196152,0.5581395348837209,0.5935715568324654,0.44745335,0.7978294
Entrep2,-3.494473,-0.663115,0.00047499859400298343,0.012997161121038865,0.8372093023255814,0.6857245465972347,0.8415216,1.1281863
Htr4,-3.5068293,-1.6601052,0.0004534801530895089,0.012520987832276691,0.2558139534883721,0.42323576943796015,0.1583873,0.43333128
Sorl1,-3.5470119,-0.9247543,0.00038962716784863465,0.010974090146847812,0.6395348837209303,0.631136649308673,0.45456052,0.73834664
Sipa1l3,-3.562174,-1.217547,0.00036779645611032436,0.010457873836703085,0.43023255813953487,0.5352486981504758,0.2607349,0.5263426
Kcnip3,-3.5916212,-1.3925085,0.0003286273281041608,0.009535870740992226,0.3953488372093023,0.5063745735320524,0.2144122,0.48723444
Nfia,-3.611056,-0.8564479,0.0003049526279907999,0.008965073429007432,0.7325581395348837,0.7397378344406537,0.9237859,1.3217306
Pakap,-3.626446,-0.74286294,0.0002873487850422447,0.008512747358417989,0.6744186046511628,0.6651822589333812,0.5949757,0.8588879
Sh3rf1,-3.6323261,-1.2304007,0.0002808778178450992,0.008376456121529208,0.4883720930232558,0.556616986891722,0.31893504,0.6320283
Trpm3,-3.6371548,-1.260475,0.00027566633105478714,0.008285407511680236,0.6627906976744186,0.6872328963907344,0.83484274,1.4170961
Sgk1,-3.659014,-1.4175668,0.00025318743222288117,0.007704582450542261,0.313953488372093,0.4729394864428084,0.1852265,0.43411413
Wscd2,-3.6912205,-1.4090393,0.00022318061281753957,0.006932789672147155,0.313953488372093,0.4708206141138445,0.16719343,0.39425057
Bcl11a,-3.7604485,-0.79358083,0.00016960909107162535,0.0055174289068941566,0.7093023255813954,0.6799784521458071,0.7512932,1.0787196
Gpc5,-3.7850268,-1.5759468,0.0001536920709107459,0.00506091414873988,0.5348837209302325,0.6143293230382474,0.57113785,1.192846
Sphkap,-3.8072813,-0.95487696,0.00014050296948001705,0.004672419294465418,0.6744186046511628,0.6629915604237745,0.657778,1.0309367
Erbb4,-3.8550382,-1.4612294,0.00011571156400133793,0.003991231995784275,0.6511627906976745,0.7202729394864428,0.8683099,1.5702143
Kazn,-3.855661,-1.2875574,0.00011541732924966059,0.003986200047478638,0.45348837209302323,0.5751122284072544,0.3390218,0.6857092
Prkn,-3.8967276,-0.28648347,9.75011627552933e-05,0.003438131552801485,0.9186046511627907,0.8328604776441013,1.5094821,1.6674364
Ust,-3.927052,-1.2608945,8.599335669163322e-05,0.0030932282386936876,0.5116279069767442,0.5917040761357515,0.37186402,0.7321016
Cracd,-3.9534588,-1.2823398,7.702954201258925e-05,0.0028122062416824365,0.45348837209302323,0.557550727240079,0.2898409,0.5976195
Me3,-3.9568744,-1.0023091,7.593686580812513e-05,0.0027760865092031593,0.5813953488372093,0.6296282995151733,0.50021577,0.8330073
Limch1,-4.037273,-0.8372431,5.407613340312365e-05,0.0020639569666788815,0.7325581395348837,0.7318010414796193,0.7449755,1.0908192
Crim1,-4.0535135,-1.2612082,5.0454099322009996e-05,0.0019394873373138892,0.4883720930232558,0.577626144729754,0.32595053,0.6542322
Tiam1,-4.0845814,-1.2823424,4.415636681356903e-05,0.0017206794694686757,0.5697674418604651,0.6035553959418208,0.36780417,0.7330022
Nkain3,-4.0894704,-1.1252354,4.3235966209250055e-05,0.00169202534777826,0.6627906976744186,0.6704614832106303,0.7295947,1.2069625
Thsd7a,-4.14815,-1.5015256,3.3517253956123455e-05,0.0013362145605356635,0.4418604651162791,0.579493625426468,0.38866478,0.85226536
Rfx3,-4.1495967,-0.8188608,3.3306151649453394e-05,0.0013302385308924503,0.8604651162790697,0.7955108637098223,1.118972,1.5340436
Qki,-4.15837,-1.0764323,3.205266498680997e-05,0.00128737684334168,0.7441860465116279,0.8299874304183875,1.055158,1.5991074
Ptprz1,-4.2503347,-1.8130882,2.1345149527593947e-05,0.0009060729349233007,0.4186046511627907,0.5676782187107201,0.3163164,0.83612716
Lgi1,-4.31545,-0.9724745,1.5927780525166318e-05,0.0006993128475673513,0.6511627906976745,0.6697791344945232,0.5236542,0.8545677
Zmat4,-4.3254623,-1.4125752,1.5221210991986732e-05,0.0006782652393941683,0.4883720930232558,0.6015083497934998,0.41849852,0.86854714
Atp1b1,-4.358185,-0.7129794,1.3114574331481116e-05,0.0005912560608840563,0.9186046511627907,0.859974860836775,1.1369445,1.4975083
Nav2,-4.480427,-0.43052763,7.449393629663812e-06,0.00035807729307525335,0.9302325581395349,0.8201113305799964,1.4255419,1.6599293
Edil3,-4.486334,-1.0124485,7.2459255045947574e-06,0.00035144046626076015,0.7325581395348837,0.758915424672293,0.97191894,1.4619814
Zbtb20,-4.523375,-0.91740566,6.086119134705429e-06,0.00029896530374686446,0.9302325581395349,0.8683426108816664,1.7616433,2.313266
Elmod1,-4.5400577,-0.9739175,5.623882345200575e-06,0.00027829414109675776,0.6511627906976745,0.6878793320165201,0.57651764,0.9289027
Nr3c2,-4.6004252,-1.0091802,4.2162899158995834e-06,0.00021375794347211661,0.8023255813953488,0.7749326629556473,1.10774,1.6254919
Ntng1,-4.6730824,-1.9865313,2.9671288530493938e-06,0.00015818800055840719,0.43023255813953487,0.5708385706590052,0.32959136,0.9349522
Kcnj3,-4.688017,-0.36190537,2.7586541276747004e-06,0.0001485471671555495,0.9534883720930233,0.7844855449811456,1.462048,1.6601052
Ncam1,-4.7333694,-0.39436445,2.2082292403961684e-06,0.00012133971306634978,0.9418604651162791,0.8553779852756329,1.529167,1.7492996
Nebl,-4.820077,-0.8013028,1.4350290539520602e-06,8.152057226150498e-05,0.8255813953488372,0.7473514095887951,0.99269325,1.3762194
Enah,-4.8959618,-0.80327255,9.782610776376508e-07,5.8026214472679196e-05,0.7325581395348837,0.7438678398276172,0.7460174,1.0765494
Rims2,-4.8976493,-0.4009901,9.698989075113885e-07,5.7657485939891604e-05,0.9534883720930233,0.809014185670677,1.5141779,1.7372626
Nos1ap,-4.9976974,-1.1443381,5.801894409237597e-07,3.583836845430213e-05,0.6744186046511628,0.7002334350870892,0.5841234,1.0129881
5730522E02Rik,-5.022624,-0.92267615,5.097027550986508e-07,3.162982223903174e-05,0.8604651162790697,0.7487520201113306,1.1209639,1.5932678
Nrp1,-5.1285253,-1.5978457,2.9202079338173505e-07,1.9174155436816175e-05,0.5,0.6234153348895672,0.39865255,0.9093204
Gm20754,-5.155494,-1.1355014,2.529625563695337e-07,1.6866262753472386e-05,0.8023255813953488,0.7449811456275812,1.0317329,1.6029191
Kcnab1,-5.267691,-1.4000531,1.3815043107931397e-07,9.846424623610521e-06,0.5348837209302325,0.6769976656491291,0.5707258,1.108868
Adcy9,-5.275781,-1.1516153,1.3219184788824607e-07,9.446795087120138e-06,0.6511627906976745,0.6976476925839469,0.5610023,0.98268265
Ext1,-5.344848,-1.0121633,9.049284199932229e-08,6.620168045930373e-06,0.8023255813953488,0.7758304902136829,0.9712201,1.4609607
Ntm,-5.424624,-1.0630683,5.80766327072173e-08,4.346849918782532e-06,0.8837209302325582,0.8150475848446759,1.3907684,1.9886318
Tafa1,-5.433906,-1.3647758,5.5133549568750074e-08,4.138096304224342e-06,0.8255813953488372,0.7913090321422158,1.1960514,1.9375054
Cntnap5a,-5.505893,-1.6350051,3.6730075688463595e-08,2.827900096702054e-06,0.6162790697674418,0.7057999640869097,0.7113315,1.4398028
Tafa2,-5.536687,-1.5688115,3.082472985799574e-08,2.4007550472010014e-06,0.6395348837209303,0.729215298976477,0.8211199,1.5637296
Lrrc4c,-5.541274,-0.7289573,3.0027863794110106e-08,2.352328571859296e-06,0.9651162790697675,0.9151732806608008,2.165964,2.6246965
Nfib,-5.7756796,-0.86857677,7.664320363893483e-09,6.455808406828147e-07,0.8604651162790697,0.8182797629736038,1.2469729,1.7097836
Ryr2,-6.022722,-0.7665729,1.71507901956085e-09,1.616988535284212e-07,0.8953488372093024,0.8044891362901778,1.4677428,1.899286
Fam135b,-6.0237064,-1.3837941,1.704674159481344e-09,1.6128378403261872e-07,0.6627906976744186,0.7010235230741605,0.62598723,1.1849548
Galntl6,-6.0916553,-1.7372175,1.1174914974595432e-09,1.0879346571281857e-07,0.7906976744186046,0.8137188005027832,1.055976,1.9810537
Gpr158,-6.219463,-1.1155479,4.988602340447489e-10,5.1357756662001535e-08,0.7558139534883721,0.7528820254982941,0.86952823,1.3869642
Kirrel3,-6.361883,-1.6714112,1.9929495728611317e-10,2.1592965734991375e-08,0.7441860465116279,0.7731729215298977,0.92577195,1.7670819
Prkca,-6.421588,-1.4256037,1.3486014107311272e-10,1.4730455246481866e-08,0.7325581395348837,0.7607469922786856,0.6749247,1.2779434
St6galnac5,-6.644628,-1.7246532,3.0398369200063675e-11,3.6302408018031598e-09,0.5581395348837209,0.7215298976476926,0.6230026,1.3499508
Tcf4,-6.9195375,-0.6373951,4.53121100865202e-12,5.910370864198046e-10,0.9534883720930233,0.9338840007182618,2.374948,2.782971
Dpp6,-7.24503,-0.9025609,4.323442337052469e-13,6.313635630249992e-11,0.9302325581395349,0.8213323756509248,1.34012,1.8358881
Dock4,-7.368524,-1.0659267,1.725271011260781e-13,2.664254716814781e-11,0.9186046511627907,0.8601903393787035,1.4067229,2.0086684
Cacna1a,-7.761758,-1.7567898,8.376018224869681e-15,1.4614520110535605e-12,0.5116279069767442,0.7535284611240797,0.61166924,1.348223
Rgs7,-8.317028,-1.669429,9.019656845915944e-17,1.850062438547797e-14,0.6744186046511628,0.8084036631352128,0.9554519,1.806473
Epha6,-8.622704,-2.076301,6.539157154428463e-18,1.5688138637454714e-15,0.8255813953488372,0.8860836775004489,1.343779,2.5610645
Dab1,-8.715271,-1.6319695,2.9006425107541196e-18,7.284136847099363e-16,0.9186046511627907,0.8776441012749147,1.6170982,2.6039217
